id,start,end,game,p1,s1,p2,s2,p3,s3,p4,s4,p5,s5,p6,s6
2007-02-16-01-01,2007-02-16T08:00-0700,,18Mex,rick-westerman,3323,gary-mroczka,3313,craig-bartell,3805,tim-flowers,3474
2007-02-16-01-02,2007-02-16T08:00-0700,,18GL,joe-gray,8928,jeremy-vipperman,8917,gary-norton,8565,joe-gundersen,7611,brain-yeomans,7038
2007-02-16-01-03,2007-02-16T08:00-0700,,1861,charles-beattie,9918,steve-haugse,9641,john-jones,8533,ricky-gray,6558
2007-02-16-01-04,2007-02-16T08:00-0700,,1861,mark-geary,7850,david-snyder,6719,mike-bennett,6562,barrington-beavis,6359,pierre-leboeuf,4818
2007-02-16-01-05,2007-02-16T08:00-0700,,1861,ian-wilson,6652,mark-derrick,3797,jon-kwiatkowski,5234,simon-craddock,5730,elliot-segal,3658
2007-02-16-01-06,2007-02-16T08:00-0700,,1861,peter-eldridge,5023,jim-mcdanold,3962,dave-blanchard,3620,paul-hakken,3601,ken-gutermuth,2502
2007-02-16-01-07,2007-02-16T08:00-0700,,18US,mike-coyne,5554,david-hecht,5463,mike-monical,5363,john-tamplin,5064,jeanette-allen,4204
2007-02-16-01-08,2007-02-16T08:00-0700,,1830,anthony-carver,6308,lynne-lewellen,5109,kevin-jaekley,4929
2007-02-16-02-01,2007-02-16T14:00-0700,,1824,peter-eldridge,7517,ken-gutermuth,7500,craig-bartell,5976,jim-mcdanold,4839
2007-02-16-02-01,2007-02-16T14:00-0700,,1846,dave-blanchard,5228,dale-maxfield,4537,paul-hakken,4815,tim-flowers,4223
2007-02-16-02-01,2007-02-16T14:00-0700,,18FL,john-jones,7963,charles-beattie,5275,janet-beattie,5130,steve-haugse,5051
2007-02-16-02-01,2007-02-16T14:00-0700,,1861,joe-gundersen,5181,gary-norton,5093,gary-mroczka,5062,joe-gray,4969,jeremy-vipperman,4831
2007-02-16-02-05,2007-02-16T14:00-0700,,18FL,mark-geary,8565,ricky-gray,8448,mike-bennett,7131
2007-02-16-02-07,2007-02-16T14:00-0700,,1856,barrington-beavis,8660,pierre-leboeuf,7154,brian-wilson,6331,david-snyder,5666,brain-yeomans,5488
2007-02-16-02-08,2007-02-16T14:00-0700,,1861,rick-westerman,7086,anthony-carver,6904,dave-lionett,6429,lane-newbury,5810
